smiles
c1coc(C2CCCCC2)c1
Clc1ccoc1
COC(=O)c1ccco1
c1ccc(-c2ccoc2)cc1
Clc1ccc(-c2ccoc2)cc1
CC(=O)c1ccco1
c1ccc(Cc2ccoc2)cc1
COc1ccc(-c2ccoc2)cc1
N#Cc1ccco1
CC(=O)Oc1ccoc1
CNS(=O)(=O)c1ccoc1
CC1(C)OB(c2ccco2)OC1(C)C
Clc1ccco1
Sc1ccco1
COC(=O)c1ccc(-c2ccco2)cc1
Brc1ccoc1
CSc1ccco1
O=C(O)c1ccoc1
Fc1ccco1
FC(F)(F)c1ccoc1
c1cc(C2CCCCC2)co1
c1coc(-c2ccncc2)c1
COC(=O)c1ccc(-c2ccoc2)cc1
Oc1ccco1
COc1ccoc1
CSC(=O)c1ccoc1
Clc1ccc(-c2ccco2)cc1
Oc1ccoc1
CS(=O)(=O)c1ccco1
CC(=O)Oc1ccco1
N#Cc1ccoc1
c1cc(-c2ccoc2)ccn1
CSC(=O)c1ccco1
CNC(=O)c1ccoc1
O=C(c1ccccc1)c1ccoc1
CC1(C)OB(c2ccoc2)OC1(C)C
CN(C)C(=O)c1ccoc1
O=Cc1ccco1
O=C(c1ccccc1)c1ccco1
CC(=O)Nc1ccco1
CNS(=O)(=O)c1ccco1
COc1ccc(-c2ccco2)cc1
CC(=O)c1ccoc1
c1ccc(-c2ccco2)cc1
COC(=O)c1ccoc1
Fc1ccoc1
Cc1ccoc1
COc1ccco1
O=C(Cl)c1ccco1
O=C(O)c1ccco1
O=C(Cl)c1ccoc1
CC(=O)Nc1ccoc1
Cc1ccco1
CN(C)C(=O)c1ccco1
CS(=O)(=O)c1ccoc1
CSc1ccoc1
Brc1ccco1
CNC(=O)c1ccco1
O=Cc1ccoc1
Sc1ccoc1
c1ccc(Cc2ccco2)cc1
FC(F)(F)c1ccco1
