smiles
FC(F)(F)c1cccs1
FC(F)(F)c1ccsc1
O=C(c1ccccc1)c1ccsc1
c1ccc(Cc2ccsc2)cc1
CNC(=O)c1ccsc1
COC(=O)c1ccc(-c2cccs2)cc1
COC(=O)c1ccc(-c2ccsc2)cc1
Clc1ccc(-c2ccsc2)cc1
c1csc(C2CCCCC2)c1
CSC(=O)c1cccs1
Cc1ccsc1
Clc1cccs1
CC1(C)OB(c2cccs2)OC1(C)C
c1ccc(Cc2cccs2)cc1
COc1cccs1
Brc1cccs1
O=C(Cl)c1cccs1
COC(=O)c1cccs1
Fc1cccs1
CS(=O)(=O)c1ccsc1
Cc1cccs1
CC(=O)c1cccs1
COc1ccsc1
CC(=O)Nc1cccs1
CNS(=O)(=O)c1cccs1
Oc1ccsc1
CNC(=O)c1cccs1
Clc1ccsc1
CNS(=O)(=O)c1ccsc1
CN(C)C(=O)c1ccsc1
COC(=O)c1ccsc1
Brc1ccsc1
CC(=O)Nc1ccsc1
c1cc(C2CCCCC2)cs1
c1ccc(-c2ccsc2)cc1
COc1ccc(-c2cccs2)cc1
CS(=O)(=O)c1cccs1
N#Cc1ccsc1
O=C(O)c1ccsc1
CN(C)C(=O)c1cccs1
N#Cc1cccs1
CSC(=O)c1ccsc1
c1csc(-c2ccncc2)c1
Fc1ccsc1
c1cc(-c2ccsc2)ccn1
CC1(C)OB(c2ccsc2)OC1(C)C
O=C(c1ccccc1)c1cccs1
Sc1cccs1
c1ccc(-c2cccs2)cc1
COc1ccc(-c2ccsc2)cc1
Clc1ccc(-c2cccs2)cc1
O=C(O)c1cccs1
CC(=O)Oc1ccsc1
O=Cc1cccs1
Sc1ccsc1
O=C(Cl)c1ccsc1
CSc1ccsc1
Oc1cccs1
CC(=O)Oc1cccs1
CSc1cccs1
O=Cc1ccsc1
CC(=O)c1ccsc1
