smiles
CNS(=O)(=O)c1cocn1
c1ccc(-c2ncco2)cc1
CSC(=O)c1cnco1
COc1ccc(-c2ncco2)cc1
CC1(C)OB(c2cnco2)OC1(C)C
COc1ncco1
c1cc(-c2cnco2)ccn1
c1ccc(-c2cnco2)cc1
Sc1ncco1
Fc1ncco1
COc1ccc(-c2cnco2)cc1
Fc1cnco1
N#Cc1cocn1
CNS(=O)(=O)c1cnco1
Clc1ncco1
O=C(Cl)c1cocn1
c1ccc(-c2cocn2)cc1
FC(F)(F)c1cnco1
CC1(C)OB(c2cocn2)OC1(C)C
Oc1cnco1
COc1cocn1
COC(=O)c1cocn1
Brc1ncco1
CNC(=O)c1cnco1
COC(=O)c1ccc(-c2ncco2)cc1
CSc1ncco1
c1cc(-c2cocn2)ccn1
Clc1ccc(-c2ncco2)cc1
CC(=O)c1ncco1
O=C(c1ccccc1)c1cnco1
CN(C)C(=O)c1ncco1
c1ccc(Cc2ncco2)cc1
CC(=O)Oc1ncco1
CC(=O)Oc1cnco1
CC(=O)Oc1cocn1
CC(=O)c1cnco1
Brc1cocn1
COc1cnco1
Sc1cocn1
Cc1cnco1
FC(F)(F)c1cocn1
CC1(C)OB(c2ncco2)OC1(C)C
N#Cc1cnco1
COC(=O)c1ncco1
c1ccc(Cc2cnco2)cc1
CSc1cocn1
c1ncc(C2CCCCC2)o1
Cc1cocn1
O=C(c1ccccc1)c1ncco1
COC(=O)c1ccc(-c2cnco2)cc1
O=C(Cl)c1cnco1
CC(=O)Nc1cnco1
FC(F)(F)c1ncco1
O=C(O)c1ncco1
CN(C)C(=O)c1cocn1
CNC(=O)c1cocn1
Cc1ncco1
Clc1ccc(-c2cocn2)cc1
O=C(c1ccccc1)c1cocn1
Brc1cnco1
CC(=O)Nc1ncco1
c1coc(C2CCCCC2)n1
c1nc(C2CCCCC2)co1
CS(=O)(=O)c1ncco1
CNS(=O)(=O)c1ncco1
CS(=O)(=O)c1cocn1
CS(=O)(=O)c1cnco1
CSC(=O)c1cocn1
Oc1cocn1
CSc1cnco1
CN(C)C(=O)c1cnco1
Clc1cocn1
c1cc(-c2ncco2)ccn1
Clc1cnco1
COc1ccc(-c2cocn2)cc1
CC(=O)Nc1cocn1
CSC(=O)c1ncco1
COC(=O)c1ccc(-c2cocn2)cc1
O=Cc1ncco1
CC(=O)c1cocn1
O=C(O)c1cnco1
Fc1cocn1
O=Cc1cnco1
COC(=O)c1cnco1
N#Cc1ncco1
Sc1cnco1
c1ccc(Cc2cocn2)cc1
O=C(O)c1cocn1
O=Cc1cocn1
Clc1ccc(-c2cnco2)cc1
O=C(Cl)c1ncco1
CNC(=O)c1ncco1
Oc1ncco1
