smiles
c1ccc(-c2cnc[nH]2)cc1
O=C(c1ccccc1)c1cnc[nH]1
c1cc(-c2cnc[nH]2)ccn1
c1cc(-c2ncc[nH]2)ccn1
Oc1ncc[nH]1
c1ccc(-c2ncc[nH]2)cc1
O=Cc1c[nH]cn1
CS(=O)(=O)c1c[nH]cn1
CC(=O)Oc1c[nH]cn1
CNS(=O)(=O)c1cnc[nH]1
CC(=O)c1cnc[nH]1
O=Cc1cnc[nH]1
CC(=O)Oc1cnc[nH]1
CNC(=O)c1cnc[nH]1
COC(=O)c1ccc(-c2cnc[nH]2)cc1
Clc1ncc[nH]1
CSc1cnc[nH]1
N#Cc1ncc[nH]1
c1cc(-c2c[nH]cn2)ccn1
O=C(Cl)c1cnc[nH]1
CSc1c[nH]cn1
Brc1cnc[nH]1
Brc1c[nH]cn1
c1nc(C2CCCCC2)c[nH]1
CC1(C)OB(c2c[nH]cn2)OC1(C)C
COc1ccc(-c2ncc[nH]2)cc1
c1ncc(C2CCCCC2)[nH]1
CC(=O)Oc1ncc[nH]1
Sc1cnc[nH]1
c1ccc(Cc2cnc[nH]2)cc1
Cc1ncc[nH]1
Sc1c[nH]cn1
Clc1ccc(-c2ncc[nH]2)cc1
O=C(O)c1c[nH]cn1
COC(=O)c1ccc(-c2ncc[nH]2)cc1
CNS(=O)(=O)c1ncc[nH]1
CC(=O)Nc1ncc[nH]1
CC1(C)OB(c2ncc[nH]2)OC1(C)C
O=C(O)c1ncc[nH]1
CC1(C)OB(c2cnc[nH]2)OC1(C)C
CNC(=O)c1c[nH]cn1
CC(=O)c1ncc[nH]1
CC(=O)Nc1c[nH]cn1
c1ccc(-c2c[nH]cn2)cc1
COc1ccc(-c2cnc[nH]2)cc1
Fc1ncc[nH]1
O=C(O)c1cnc[nH]1
Brc1ncc[nH]1
Cc1c[nH]cn1
CC(=O)c1c[nH]cn1
COc1ncc[nH]1
CN(C)C(=O)c1c[nH]cn1
FC(F)(F)c1c[nH]cn1
CNC(=O)c1ncc[nH]1
c1ccc(Cc2c[nH]cn2)cc1
COc1c[nH]cn1
Clc1c[nH]cn1
Clc1ccc(-c2c[nH]cn2)cc1
O=Cc1ncc[nH]1
N#Cc1cnc[nH]1
COc1cnc[nH]1
CC(=O)Nc1cnc[nH]1
COC(=O)c1ccc(-c2c[nH]cn2)cc1
Clc1ccc(-c2cnc[nH]2)cc1
O=C(c1ccccc1)c1ncc[nH]1
O=C(Cl)c1c[nH]cn1
c1c[nH]c(C2CCCCC2)n1
Fc1c[nH]cn1
COC(=O)c1c[nH]cn1
CS(=O)(=O)c1ncc[nH]1
COC(=O)c1cnc[nH]1
CSc1ncc[nH]1
O=C(c1ccccc1)c1c[nH]cn1
CSC(=O)c1c[nH]cn1
Clc1cnc[nH]1
c1ccc(Cc2ncc[nH]2)cc1
N#Cc1c[nH]cn1
CSC(=O)c1ncc[nH]1
O=C(Cl)c1ncc[nH]1
CSC(=O)c1cnc[nH]1
CN(C)C(=O)c1cnc[nH]1
CN(C)C(=O)c1ncc[nH]1
Cc1cnc[nH]1
FC(F)(F)c1cnc[nH]1
Oc1c[nH]cn1
COC(=O)c1ncc[nH]1
CS(=O)(=O)c1cnc[nH]1
Oc1cnc[nH]1
Sc1ncc[nH]1
FC(F)(F)c1ncc[nH]1
Fc1cnc[nH]1
CNS(=O)(=O)c1c[nH]cn1
COc1ccc(-c2c[nH]cn2)cc1
